45	0.8
90	0.2
135	0.8
0	0.6
45	0.6
270	0.8
135	0.6
180	0.1
90	0.1
135	0.6
90	0.6
315	0.2
315	0.2
90	0.2
45	0.6
315	0.1
315	0.4
0	0.6
315	0.8
270	0.4
135	0.6
180	0.1
0	0.2
0	0.6
0	0
45	0.6
90	0.05
45	0.4
0	0.1
225	0.6
90	0.4
270	0.1
225	0.05
0	0.4
180	0.8
0	0
225	0.6
45	0.05
0	0.8
135	0.6
315	0.05
270	0.1
315	0.4
90	0.4
45	0.4
180	0.1
0	0
0	0.4
135	0.05
45	0.4
0	0
0	0
45	0.1
45	0.1
0	0.6
0	0.1
0	0.2
315	0.6
315	0.6
270	0.1
270	0.2
45	0.1
135	0.4
315	0.05
0	0.8
90	0.4
0	0.8
90	0.2
270	0.8
225	0.8
0	0.1
180	0.1
180	0.8
135	0.2
45	0.8
135	0.6
0	0.1
135	0.05
0	0.05
180	0.2
270	0.4
270	0.1
315	0.2
0	0.6
0	0.4
135	0.05
135	0.1
315	0.4
225	0.2
225	0.05
270	0.8
45	0.1
135	0.8
90	0.6
180	0.2
315	0.4
270	0.6
225	0.1
270	0.8
225	0.4
180	0.1
270	0.2
90	0.8
135	0.1
45	0.05
270	0.8
135	0.6
90	0.2
135	0.6
0	0.8
270	0.2
180	0.4
0	0.1
315	0.8
135	0.2
0	0
225	0.4
270	0.4
135	0.1
180	0.8
315	0.4
180	0.6
180	0.6
180	0.4
225	0.8
225	0.4
180	0.05
0	0.05
270	0.05
180	0.05
45	0.2
0	0
90	0.05
225	0.8
315	0.1
180	0.8
0	0.05
90	0.6
315	0.6
270	0.1
270	0.2
180	0.8
270	0.05
180	0.2
270	0.4
315	0.2
45	0.4
180	0.6
270	0.8
180	0.1
90	0.05
135	0.6
270	0.6
45	0.8
225	0.6
225	0.8
135	0.1
180	0.05
0	0.2
0	0.05
135	0.2
45	0.1
315	0.8
135	0.05
180	0.6
135	0.2
225	0.4
90	0.1
0	0
225	0.2
135	0.6
225	0.8
225	0.6
90	0.2
315	0.8
45	0.1
90	0.1
0	0.05
315	0.6
270	0.4
315	0.2
90	0.05
45	0.05
180	0.6
225	0.05
225	0.1
135	0.8
225	0.1
0	0.8
45	0.6
45	0.4
180	0.4
135	0.1
0	0.2
90	0.4
315	0.2
0	0.8
0	0.6
90	0.6
0	0
315	0.05
0	0
0	0.6
45	0.8
315	0.8
180	0.6
225	0.4
90	0.1
135	0.05
135	0.2
225	0.05
270	0.8
135	0.05
225	0.05
315	0.1
315	0.6
45	0.1
270	0.6
90	0.1
315	0.2
315	0.8
270	0.1
315	0.1
225	0.1
135	0.8
225	0.05
315	0.8
225	0.1
135	0.2
135	0.8
90	0.1
315	0.6
45	0.6
135	0.2
180	0.1
90	0.4
180	0.8
225	0.6
315	0.1
180	0.05
135	0.05
90	0.8
180	0.6
180	0.4
315	0.4
270	0.2
90	0.4
180	0.2
0	0.05
0	0.05
90	0.6
135	0.6
0	0.05
270	0.4
45	0.05
90	0.1
0	0.6
315	0.8
45	0.6
45	0.8
0	0.4
315	0.05
45	0.6
135	0.1
0	0.6
0	0.2
270	0.05
135	0.4
45	0.6
45	0.2
45	0.1
315	0.8
0	0.2
180	0.05
315	0.1
180	0.1
45	0.2
135	0.05
315	0.6
90	0.8
180	0.2
270	0.05
180	0.6
0	0.05
0	0.1
0	0.05
225	0.4
270	0.6
45	0.8
0	0
315	0.05
180	0.6
0	0.8
0	0.1
225	0.1
0	0.4
180	0.05
0	0.8
90	0.1
225	0.2
0	0.05
90	0.6
90	0.1
90	0.4
180	0.4
315	0.8
45	0.1
45	0.2
0	0
225	0.05
225	0.8
315	0.2
270	0.6
90	0.1
0	0.05
0	0
45	0.2
0	0.2
0	0
135	0.05
225	0.4
0	0.1
270	0.1
90	0.2
135	0.4
225	0.6
90	0.1
270	0.4
135	0.8
90	0.4
45	0.05
45	0.2
45	0.4
180	0.05
90	0.6
0	0.6
225	0.6
180	0.8
45	0.4
270	0.2
90	0.4
270	0.2
45	0.1
45	0.05
0	0
180	0.2
0	0.8
180	0.8
180	0.05
225	0.8
0	0.05
135	0.05
315	0.05
0	0
225	0.6
135	0.2
135	0.2
45	0.2
135	0.4
225	0.1
90	0.6
45	0.6
135	0.6
45	0.2
135	0.6
315	0.6
45	0.4
90	0.4
270	0.1
135	0.4
315	0.4
90	0.6
270	0.05
90	0.8
315	0.4
225	0.4
315	0.05
45	0.8
225	0.2
90	0.1
45	0.2
90	0.2
225	0.8
270	0.6
270	0.4
90	0.4
0	0
90	0.05
90	0.1
315	0.8
225	0.1
135	0.05
270	0.8
90	0.8
315	0.6
0	0.6
315	0.05
45	0.05
180	0.1
0	0.4
180	0.2
135	0.2
270	0.2
90	0.8
0	0.4
180	0.6
90	0.2
315	0.6
180	0.05
180	0.6
90	0.2
270	0.4
270	0.6
315	0.8
135	0.2
270	0.4
45	0.6
90	0.4
0	0
270	0.6
90	0.1
45	0.4
90	0.6
270	0.1
225	0.4
135	0.1
180	0.05
90	0.05
90	0.8
135	0.8
45	0.2
135	0.4
90	0.8
45	0.1
135	0.4
315	0.1
0	0
315	0.1
315	0.2
225	0.6
45	0.6
315	0.1
270	0.05
0	0
180	0.05
180	0.2
225	0.1
315	0.6
180	0.6
180	0.1
135	0.1
225	0.05
315	0.2
45	0.8
270	0.2
135	0.8
90	0.2
225	0.8
180	0.05
270	0.05
225	0.8
270	0.4
180	0.4
0	0.4
180	0.4
270	0.6
90	0.8
0	0
315	0.1
0	0.1
45	0.6
135	0.4
315	0.1
0	0.1
225	0.6
135	0.4
270	0.8
180	0.4
225	0.05
135	0.1
225	0.6
90	0.2
0	0.1
0	0.6
0	0.8
225	0.2
135	0.8
0	0
270	0.1
45	0.05
270	0.2
315	0.2
315	0.4
315	0.8
180	0.8
180	0.8
180	0.05
0	0
315	0.05
180	0.8
180	0.2
45	0.05
0	0
270	0.4
0	0.1
315	0.1
90	0.05
135	0.8
225	0.1
0	0.8
270	0.4
0	0.6
225	0.05
315	0.6
45	0.1
225	0.4
225	0.1
0	0.2
315	0.4
45	0.8
0	0.4
180	0.6
45	0.1
45	0.05
0	0.8
135	0.1
180	0.8
0	0
90	0.1
45	0.8
135	0.8
45	0.8
270	0.2
225	0.6
180	0.1
315	0.4
315	0.05
45	0.05
180	0.2
135	0.6
135	0.2
180	0.1
315	0.05
0	0.2
135	0.8
270	0.05
90	0.6
315	0.6
0	0
270	0.6
135	0.8
180	0.4
270	0.6
225	0.05
90	0.05
270	0.4
180	0.1
225	0.2
90	0.8
90	0.05
225	0.4
180	0.8
225	0.1
270	0.6
225	0.1
180	0.2
135	0.1
315	0.1
315	0.05
45	0.05
270	0.4
270	0.05
45	0.2
225	0.6
45	0.2
225	0.2
0	0.2
45	0.05
135	0.1
45	0.8
180	0.4
315	0.6
135	0.4
135	0.1
180	0.8
225	0.6
135	0.05
45	0.8
45	0.1
270	0.05
315	0.1
315	0.8
180	0.2
0	0.05
0	0.8
0	0.4
315	0.1
0	0.2
90	0.6
90	0.8
270	0.8
135	0.05
90	0.2
225	0.8
45	0.6
135	0.05
45	0.4
45	0.2
270	0.8
45	0.05
0	0.2
45	0.4
45	0.8
180	0.1
315	0.8
90	0.8
315	0.05
180	0.4
225	0.2
315	0.2
225	0.05
0	0.2
180	0.2
0	0.2
225	0.8
0	0
90	0.8
315	0.05
270	0.05
0	0
270	0.05
90	0.05
135	0.8
315	0.2
45	0.4
315	0.6
225	0.2
0	0.8
135	0.4
90	0.8
135	0.4
180	0.1
135	0.1
270	0.1
270	0.05
315	0.4
225	0.8
0	0.4
0	0.1
90	0.4
135	0.2
225	0.05
0	0.4
135	0.2
225	0.6
315	0.4
0	0.6
45	0.2
315	0.2
225	0.05
270	0.8
135	0.6
270	0.8
90	0.05
45	0.8
0	0.2
180	0.05
45	0.4
315	0.2
90	0.6
90	0.05
0	0
45	0.4
180	0.4
225	0.1
180	0.2
315	0.4
90	0.2
270	0.1
135	0.05
135	0.4
225	0.8
45	0.4
225	0.4
180	0.4
0	0.1
315	0.05
270	0.1
270	0.2
0	0.05
270	0.05
90	0.4
225	0.2
270	0.6
315	0.4
180	0.4
90	0.8
180	0.6
90	0.2
270	0.6
270	0.2
180	0.4
0	0.4
135	0.4
270	0.8
225	0.2
90	0.05
0	0
135	0.1
90	0.6
225	0.2
225	0.1
225	0.4
90	0.4
90	0.6
225	0.2
270	0.1
225	0.2
0	0.4
0	0.6
0	0.1
225	0.05
270	0.8
45	0.05
45	0.2
90	0.2
225	0.2
180	0.2
135	0.8
135	0.6
0	0.8
0	0.4
135	0.2
45	0.1
270	0.2
90	0.05
225	0.4
45	0.6
270	0.2
225	0.8
90	0.05
45	0.6
225	0.4
180	0.05
270	0.6
180	0.8
270	0.05
180	0.6
270	0.1
135	0.4
