45	0.4	15
0	0.4	60
0	0.8	25
45	0.4	15
45	0.2	60
90	0.8	25
90	0.4	15
45	0.2	45
0	0.2	25
45	0.2	45
135	0.4	25
45	0.8	45
90	0.2	25
45	0.4	45
90	0.1	60
135	0.8	60
90	0.8	25
135	0.4	15
135	0.2	45
90	0.1	15
0	0.4	25
135	0.4	60
90	0.2	25
0	0.4	5
0	0.8	15
90	0.8	45
45	0.8	25
0	0.8	45
135	0.2	45
0	0.2	25
135	0.2	45
0	0.2	60
0	0.4	5
90	0.1	15
135	0.1	25
90	0.4	60
0	0.4	5
135	0.1	15
0	0.1	25
45	0.8	15
135	0.2	60
135	0.2	25
90	0.8	60
0	0.8	25
135	0.2	15
90	0.2	25
90	0.8	25
0	0.1	5
135	0.8	45
0	0.2	60
90	0.8	60
90	0.4	5
135	0.1	45
0	0	1
135	0.4	45
45	0.4	25
0	0.4	60
0	0.4	15
135	0.1	15
0	0.8	5
135	0.2	45
0	0.1	60
0	0.2	5
135	0.8	25
90	0.2	5
90	0.8	25
135	0.4	25
135	0.8	5
135	0.8	60
135	0.1	45
45	0.2	15
135	0.8	45
90	0.2	25
90	0.1	45
90	0.1	60
90	0.1	45
45	0.2	5
135	0.2	15
135	0.1	60
135	0.1	60
0	0	1
0	0.1	15
90	0.2	15
0	0.1	60
0	0.2	25
135	0.4	60
90	0.8	60
0	0	1
45	0.1	60
135	0.1	5
45	0.4	25
135	0.8	60
90	0.8	45
135	0.2	5
0	0.2	45
135	0.4	15
45	0.2	60
45	0.1	15
0	0.8	45
135	0.1	15
0	0.1	25
45	0.8	5
90	0.1	25
135	0.1	45
135	0.2	25
135	0.4	15
45	0.8	25
45	0.8	60
45	0.2	60
45	0.2	60
45	0.1	15
135	0.2	5
90	0.2	15
45	0.4	25
0	0	1
90	0.2	60
135	0.1	25
90	0.2	5
135	0.4	60
45	0.1	45
135	0.2	5
0	0.8	45
45	0.4	60
135	0.1	25
45	0.8	25
90	0.4	15
0	0.1	60
0	0.4	25
135	0.8	5
90	0.4	5
90	0.1	15
0	0	1
45	0.4	5
45	0.1	45
45	0.8	15
135	0.2	15
135	0.8	60
0	0	1
90	0.2	15
0	0.8	60
90	0.4	60
135	0.2	5
135	0.4	5
45	0.4	45
0	0.4	45
45	0.4	25
135	0.2	25
45	0.4	5
90	0.4	45
0	0.8	60
45	0.4	5
135	0.8	5
0	0.8	15
45	0.2	25
135	0.8	25
45	0.4	60
90	0.8	5
0	0.2	45
45	0.4	15
135	0.8	45
90	0.2	25
0	0.2	60
90	0.1	5
90	0.8	60
135	0.8	15
135	0.8	45
90	0.1	5
0	0.1	15
0	0.2	15
0	0	1
135	0.1	15
45	0.4	45
0	0	1
0	0.8	15
45	0.4	60
135	0.2	25
45	0.8	5
45	0.2	15
135	0.4	15
90	0.4	45
90	0.4	15
45	0.2	25
45	0.2	5
90	0.2	60
135	0.2	15
0	0.1	5
90	0.8	15
90	0.4	45
135	0.4	5
135	0.2	5
90	0.2	60
45	0.4	15
135	0.8	45
90	0.2	5
90	0.2	15
45	0.4	25
45	0.2	5
0	0.8	45
45	0.1	25
90	0.2	60
45	0.8	45
90	0.8	5
45	0.4	15
45	0.2	60
0	0.1	5
0	0.1	60
90	0.8	15
135	0.8	45
0	0.2	60
90	0.8	15
0	0.2	45
135	0.4	45
0	0	1
0	0.8	60
45	0.1	60
135	0.8	15
0	0.4	5
0	0.2	15
90	0.1	60
45	0.8	5
0	0.4	25
90	0.2	25
135	0.8	5
135	0.8	5
45	0.2	25
0	0	1
0	0.4	45
0	0.2	45
45	0.2	45
0	0.1	15
90	0.1	25
90	0.8	25
90	0.1	45
135	0.8	5
0	0.1	15
90	0.2	15
90	0.1	5
135	0.4	5
45	0.4	15
0	0	1
0	0.4	15
